貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2016-06-27 10:41:20+00:00,219449834741698_1246614945358510,"【Huawei P9 / P9 Plus】旅行隨拍好幫手 經典徠卡鏡頭手機

對“輕旅行”的背包客來說，能擁有一隻輕巧的手機，同時擁有專業相機的拍照功能，輔以熟練的攝影技巧，拍出專業照片可以很輕鬆哦!",,161,2
2016-06-24 07:57:44+00:00,219449834741698_1244277612258910,"【全球50家最聰明公司】Huawei 華為入榜Top 10

排行榜中的華為今年獲選，並名列第十。《麻省理工科技評論》指出，評選出 50 家最聰明公司的基準在於這些公司創造了新的機會，有些入選者是大型企業，像是亞馬遜與 Google 母公司 Alphabet，這些公司運用了數位科技重新塑型產業。",,215,16
2016-06-24 04:04:16+00:00,219449834741698_1244169248936413,"#P9看世界

光影脈動 畫面捕捉 毫秒之中見真章
手機界中 經典突破 唯一徠卡雙鏡頭
不只成像品質超優 而且支援專業攝影模式 
讓你手動設定 調光圈 調景深 調快門
拍什麼都專業 讓你真正愛上手機拍照 
一機在手 隨時秒變 專業攝「癮」師

拍美景 拍美食 拍美女 拍別人 拍自己
拍黑白 拍彩色 拍單色 拍流星 拍流水
拍光軌 拍夜景 拍生活 拍心情 拍旅行

#一拍上癮 #手機唯一採用徠卡頂級雙鏡頭
#HuaweiP9 #HuaweiP9Plus #Leica彩色黑白雙鏡頭手機

了解更多>> goo.gl/vxgPpE",Huawei Mobile added 14 new photos to the album: 【Huawei P9 / P9 Plus】瞬間 成就經典.,2641,136
2016-06-23 06:34:38+00:00,219449834741698_1243470169006321,"青春是一場美麗的邂逅 

#ComingSoon #BeLite",,229,4
2016-06-23 02:40:15+00:00,219449834741698_1243363435683661,,Huawei Mobile shared 中華電信客服Q博士's photo.,82,0
2016-06-22 02:52:24+00:00,219449834741698_1242567519096586,"【Huawei P9 / P9 Plus】徠卡雙鏡頭手機

攝影的再一次突破 帶你重拾用手機拍照的感動

#可以放進口袋的徠卡相機 #Leica彩色黑白雙鏡頭手機",,243,19
2016-06-20 11:00:00+00:00,219449834741698_1241321362554535,"【Huawei P9 / P9 Plus】邀你一起看世界 

華為台灣邀請各位Huawei P9 & P9 Plus用戶一起，透過徠卡雙鏡頭發現最美的台灣，並贏得全台獨家首款的MateBook大獎! 

活動詳情 >> goo.gl/Ly4q2Q

#HuaweiP9 #HuaweiP9Plus #Leica彩色黑白雙鏡頭手機 #P9看世界",Huawei Mobile added 5 new photos.,1037,34
2016-06-20 10:00:21+00:00,219449834741698_1241301452556526,"[2016.08.03小編更新]
得獎名單公布囉~~請參閱小編於本貼文下方留言的得獎名單哦!

【P9 看世界】系列產品用戶專屬活動

華為台灣邀請各位Huawei P9 & P9 Plus用戶一起，透過徠卡雙鏡頭發現最美的台灣，並贏得全台獨家首款的MateBook平板電腦大獎!
以及多項手機大獎等你拿!

=====❶活動時間=====
 2016/6/20-2016/7/15

=====❷參賽對象=====
所有使用Huawei P9 | P9 Plus 的用戶

=====❸參與方式=====
作品上傳 (所有上傳作品需加注Huawei P9 | P9 Plus 自帶的徠卡浮水印)

✓step 1:加入華為台灣粉絲團。
✓step 2:使用Huawei P9 | P9 Plus 拍攝原創照片，在自己上FB發佈「拍攝作品圖片+對照片的描述」圖文動態，並必須加上「 #P9看世界 #Leica彩色黑白雙鏡頭手機」hashtag文字置底。
✓step 3:完成後P9作品FB圖文動態發佈後，同步到本活動貼文下方留言上傳照片，才算活動參加程序完成。

✓step 4:之後小編會將報名完成者的作品收錄到華為台灣的活動相簿，讓P9用戶粉絲們交流與按讚分享哦

=====❹活動獎項=====
①P9徠卡手機攝影大師獎:由按讚總數的前10名入圍參賽者，經由華為方評審評選的第1名者獲獎 MateBook 一台(平板電腦，m3處理器 4GB+128GB存儲，顏色隨機)，而第2名者可獲獎 Huawei P9 智慧型手機 一台，第3名者可獲獎 Nexus 6P 智慧型手機 一台。
②本周主打星獎:自活動日6/20起，每隔週一小編會計算前一週參加作品最高讚數者，獲得 Hauwei 無線藍芽音箱 一台。
③本週卓越攝影獎:自活動日6/20起，每隔週一由華為台灣專業評審評選前一週參加作品，獲得Huawei 主動式降噪耳機 一台。
④幸運參加獎:自活動日6/20起，每隔週一華為台灣小編會抽選前一週參加作品者，抽獎獲得Huawei 5000 mAh行動電源 一台。

=====❺活動規則=====
✓以上活動所有按讚的計數皆以收錄至華為台灣粉絲團的""活動相簿""內的讚數為準。每個週間的計算方式亦同相簿收錄成立的時間為準。
✓活動作品應為參賽者原創，不允許轉載抄襲。參與活動即默認作品版權為參賽者本人所有，活動參與用戶同意並授權活動主辦方無償使用活動參與用戶作品用於活動宣傳的權利，包括但不限於將作品用於網絡媒體、平面媒體、印刷品、影展，零售店、路演等活動宣傳中，活動主辦方據此使用參與活動的作品時並不需要再另行通知活動參與用戶或征得活動參與者的同意。
✓活動內容禁止帶有色情、廣告、違法、肖像侵權或者任何不法內容，一經發現，封禁處理。
✓每台Huawei P9 | P9 Plus 用戶僅限「每週最多參與一次且一個作品報名」，一週多次參與無效。

=====❻得獎規則=====
✓所有得獎者需保留得獎作品圖片原檔，作為領獎資格查核證明使用，違者視同失去得獎資格，不予獲獎或遞補。
✓領獎時參加者的大頭照+FB動態內容+領獎確認書身分證，需可清楚辨識為同一人，不符合者失去資格，另外盜用他人身分與圖片者須自行承擔任何法律責任。並請務必確認參加分享留言格式及內容完整，以免喪失抽獎資格。
✓為確保活動公正性，避免一人使用多重FB身分帳號重複參加情況，參加者僅限使用個人真實FB帳號，該獲獎者FB帳號應自活動日起，回溯過往90天內，至少有一篇「公開且原創的」個人圖片+文字的FB動態，作為真實使用的帳號判定，不符者失去參加獲獎資格。(單純為分享網址、更換大頭照、封面海報的動態都不算)
✓本活動得獎者需在得獎公布後72小時內以FB私訊方式通知小編領取「領獎確認書」下載，並提供自活動日算起，過往90天內一篇「公開且原創的」個人圖片+文字的FB動態網址連結作為驗證，逾期視同放棄得獎資格，並不予遞補得獎名額。
=====❼很重要=====
✮沒詳讀過活動詳情就發問者 小編一律有空才回  >""<
✮以上活動，華為台灣粉絲團保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",Huawei Mobile added 6 new photos.,134,11
2016-06-17 10:35:29+00:00,219449834741698_1239285422758129,"【小編的話】只要有Huawei P9，人人都可以是攝影大師 XD

#可以放進口袋的徠卡相機  #HuaweiP9 #HuaweiP9Plus",,235,13
2016-06-17 10:02:53+00:00,219449834741698_1239274226092582,"【Huawei P9 / P9 Plus】週末活動與實展門市資訊

P9 Plus琥珀灰也陸續到貨上架囉

歡迎週末親洽中華電信與神腦的通路活動門市體驗!!
想要體驗P9 與P9 Plus 徠卡雙鏡頭手機嗎?
現場還有來店禮、體驗禮、以及Huawei 無線藍芽音箱等購買好禮等你拿!

【神腦國際】6月18日(六)
15:00-21:00 蘆洲光華店-新北市蘆洲區光華路95號
11:00-20:00 北港華勝店-雲林縣北港鎮華勝路52-1號

【台灣大哥大】6月18日(六)
14:00-20:00 高雄光華店-高雄市苓雅區光華一路148之27號",,118,1
2016-06-16 03:13:50+00:00,219449834741698_1238392306180774,"系統軟體更新注意：
【Huawei P9】用戶軟體更新通知

本次軟體更新透過HOTA無線通知升級，預計於今日傍晚發佈，並最晚於6/17早上時完成所有用戶升級通知。

1. 您的手機有新的軟體可以更新，從 EVA-L09C636B134 升級到 EVA-L09C636B152，在進行更新前，請確保手機沒有刷機，且有足夠的儲存空間。
2. 當更新軟體時需要作資料傳輸，會產生額外的通訊費用，建議您連接到Wi-Fi網路進行軟體升級。
3. 本次更新不會刪除使用者資料，但仍建議您在更新前妥善備份個人重要資料。
4. 在升級期間，請確保您的電池電量保持30％以上。
5. 更新後，您的手機桌面佈局可能改變，請手動調整佈局。
6. 更新過程中，如果遇到任何問題，請撥打服務熱線或到華為授權服務中心尋求支援。

此次更新內容：
1. 修改浮水印顯示介面。
2. 優化系統性能，降低系統功耗。
3. 優化相機演算法，提升用戶使用體驗。

華為台灣服務中心專線:0800-888-575，服務時間：周一～周日09:00-18:00 (中午12:00-13:00為休息時間)",,113,4
2016-06-13 10:26:01+00:00,219449834741698_1236510119702326,"#P9看世界

光影脈動 畫面捕捉 毫秒之中見真章
手機界中 經典突破 唯一徠卡雙鏡頭
不只成像品質超優 而且支援專業攝影模式 
讓你手動設定 調光圈 調景深 調快門
拍什麼都專業 讓你真正愛上手機拍照 
一機在手 隨時秒變 專業攝「癮」師

拍美景 拍美食 拍美女 拍別人 拍自己
拍黑白 拍彩色 拍單色 拍流星 拍流水
拍光軌 拍夜景 拍生活 拍心情 拍旅行

#一拍上癮 #手機唯一採用徠卡頂級雙鏡頭
#HuaweiP9 #HuaweiP9Plus #Leica彩色黑白雙鏡頭手機

了解更多>> goo.gl/vxgPpE",Huawei Mobile added 39 new photos to the album: 【Huawei P9 / P9 Plus】瞬間 成就經典.,2641,136
2016-06-13 10:17:13+00:00,219449834741698_1236505599702778,"【Huawei P9 Plus】全台中華電信 實展門市列表

全台300家實展門市  北、中、南都有!!!~",,187,13
2016-06-13 06:43:16+00:00,219449834741698_1236430173043654,Hauwei P9 Plus 的 Leica 雙鏡頭，拍攝品質可以用「高班」來形容，而且亦有很高的玩味，筆者愈用愈喜愛。像筆者經常以手機拍攝日常生活，又要同時兼備專業感的用戶，又不妨認真考慮一下。,,89,1
2016-06-08 11:38:00+00:00,219449834741698_1232785196741485,"【Huawei P9 / P9 Plus】新機鑑賞

6月4日~6月12日 中華電信威秀門市
下午2點開始到8點為止，華為活動小天使都在現場等你來!

想要體驗P9 與P9 Plus 徠卡雙鏡頭手機嗎?
現場還有來店禮、體驗禮、以及Huawei 無線藍芽音箱等購買好禮等你拿哦!",,99,2
2016-06-08 09:07:17+00:00,219449834741698_1232775710075767,【Huawei P9 / P9 Plus】中華電信/台灣大哥大 新機鑑賞活動,Huawei Mobile published a note.,74,4
2016-06-07 11:11:01+00:00,219449834741698_1232114313475240,"【Huawei P9 | P9 Plus】

徠卡最經典的，還是黑白瞬間。
用黑白鏡頭，去捕捉生活的細節。
現在你是走路、辦公、還是吃飯？
拿起 #HaweuiP9 #HuaweiP9Plus 共同記錄這一時刻
跟我們分享你現在P9徠卡機拍下的黑白生活日常吧（記得附上徠卡浮水印哦）

★★★只要24小時集滿30位""P9系列產品""用戶粉絲在本帖文留言上傳照片
小編明天就要推出隱藏版【Huawei P9 | P9 Plus】用戶專屬活動 囉★★★

#Leica彩色黑白雙鏡頭手機
#瞬間成就經典
#P9還有P9Plus用戶照過來",Huawei Mobile added 4 new photos.,116,4
2016-06-07 08:38:00+00:00,219449834741698_1232019490151389,"今天有機會用Huawei P9拍到彩紅嗎?

#HuaweiP9 #HuaweiP9Plus #Leica彩色黑白雙鏡頭手機",Huawei Mobile added 3 new photos.,125,3
2016-06-06 08:53:37+00:00,219449834741698_1231356226884382,"#P9看世界

光影脈動 畫面捕捉 毫秒之中見真章
手機界中 經典突破 唯一徠卡雙鏡頭
不只成像品質超優 而且支援專業攝影模式 
讓你手動設定 調光圈 調景深 調快門
拍什麼都專業 讓你真正愛上手機拍照 
一機在手 隨時秒變 專業攝「癮」師

拍美景 拍美食 拍美女 拍別人 拍自己
拍黑白 拍彩色 拍單色 拍流星 拍流水
拍光軌 拍夜景 拍生活 拍心情 拍旅行

#一拍上癮 #手機唯一採用徠卡頂級雙鏡頭
#HuaweiP9 #HuaweiP9Plus #Leica彩色黑白雙鏡頭手機

了解更多>> goo.gl/vxgPpE",Huawei Mobile added 29 new photos to the album: 【Huawei P9 / P9 Plus】瞬間 成就經典.,2641,136
2016-06-06 03:44:31+00:00,219449834741698_1231237970229541,"【B315s】軟體更新公告

本次更新提升了系統效能與穩定度。請更新您的裝置，以獲得更佳的用戶體驗。

【關於】
B315s-607TPCU-V200R001B300D03SP00C1329 升級軟體

[發行說明]
1)支持VoIP功能。  2)加強系統安全性。
3)解決蘋果手機首次連接 B315s Wi-Fi 失敗問題。

[更新注意事項]
1)更新時，裝置需連接到網際網路。
2)更新時，裝置需連接電源，不可移除。
3)更新時若遇到任何問題，請聯絡華為台灣服務中心以取得協助。

華為台灣服務中心專線:0800-888-575，服務時間：周一～周五10:00-18:00(中午休息時間:12:00-13:30)",,65,1
2016-06-03 14:12:00+00:00,219449834741698_1229288487091156,"【Huawei P9 Plus】Mobile01 深度評測

壓感觸控 / 續航 / 螢幕 / 音質 / 自拍 五大升級",,515,22
2016-06-03 12:07:00+00:00,219449834741698_1229285860424752,【Huawei P9】開箱評測 by 阿祥,,200,14
2016-06-03 08:01:33+00:00,219449834741698_1229228703763801,"#P9看世界

光影脈動 畫面捕捉 毫秒之中見真章
手機界中 經典突破 唯一徠卡雙鏡頭
不只成像品質超優 而且支援專業攝影模式 
讓你手動設定 調光圈 調景深 調快門
拍什麼都專業 讓你真正愛上手機拍照 
一機在手 隨時秒變 專業攝「癮」師

拍美景 拍美食 拍美女 拍別人 拍自己
拍黑白 拍彩色 拍單色 拍流星 拍流水
拍光軌 拍夜景 拍生活 拍心情 拍旅行

#一拍上癮 #手機唯一採用徠卡頂級雙鏡頭
#HuaweiP9 #HuaweiP9Plus #Leica彩色黑白雙鏡頭手機

了解更多>> goo.gl/vxgPpE",Huawei Mobile added 24 new photos to the album: 【Huawei P9 / P9 Plus】瞬間 成就經典.,2641,136
2016-06-02 14:15:46+00:00,219449834741698_1228763650476973,"沒有濾鏡，沒有PS，也不需要專業的攝影經驗，只要一台Huawei P9或P9 Plus手機，拍完照後開啟色彩保留功能，你也可以隨手拍出這些詩意昂然的照片。
(圖片作者：arkey007)

用戶活動正火速籌備中，敬請期待！

#HuaweiP9 #HuaweiP9Plus 
#Leica彩色黑白雙鏡頭手機",Huawei Mobile added 5 new photos to the album: 【Huawei P9 | P9 Plus】用戶專屬活動預告.,1,0
2016-06-02 12:16:00+00:00,219449834741698_1228621567157848,"【Huawei P9 | P9 Plus】保持通話

Huawei P9 與 P9 Plus 搭載三天線技術，要你告別爛訊號!

P9 系列產品的優秀訊號連通性，還能讓訊號在「就算」接收被隔絕斷線後，迅速恢復通訊網路，讓擔心的時間短一點，再短一點。",,137,9
2016-06-02 10:35:36+00:00,219449834741698_1228632317156773,"【Huawei Y6】軟體更新公告

系統軟體更新注意：
1. 您的手機有新的軟體可以更新，從SCL-L02C900B130CUSTC636D001升級到SCL-L02C636B140CUSTC636D002
2. 當更新軟體時需要作資料傳輸，會產生額外的通訊費用，建議您連接到Wi-Fi網路進行軟體升級。
3. 在升級期間，為避免升級失敗導致您寶貴的個人資料消失，建議您先將手機資料備份到SD卡。
4. 在升級期間，請確保您的電池電量保持30％以上。
此次更新內容：
1. 災防告警細胞廣播訊息系統(Public Warning System，PWS)服務更新。
2. 移除APP分享功能。
3. 升級 Google 系統檔案。",,61,1
2016-06-01 03:57:58+00:00,219449834741698_1227799767240028,"【Huawei P9 Plus】全台上市 首購優惠活動

Ⓞ限量早鳥送皮套 再享登錄週週抽徠卡相機

✔5.5"" FHD螢幕  ✔ 4GB RAM & 64GB ROM 
✔雙卡雙待   ✔徠卡雙鏡頭  ✔壓感螢幕功能
✔充電10分鐘通話6小時 ✔智能三天線通訊技術

=======================================
自6/1起至全台【中華/神腦門市櫃位】購買Hauwei P9 Plus，搭配中華門號不限資費，買即送原廠掀蓋式皮套。
(顏色隨機贈送，數量有限送完為止)

►Huawei P9 Plus 產品介紹>> 
PC版: goo.gl/r4E03T
手機版: goo.gl/9mTdKz

►P9 Plus買家登錄週週抽徠卡相機>> goo.gl/pzZi4g 
(6/2 起，增加開放P9 Plus用戶登錄IMEI碼)",,932,77
2016-05-31 05:52:08+00:00,219449834741698_1227208397299165,【Huawei P9 Plus】6/1 台灣正式發表,,559,51
2016-05-30 04:10:25+00:00,219449834741698_1226541844032487,"【Huawei P9】素人粉絲實拍分享

#HuaweiP9 #Leica雙鏡頭手機  #體驗徠卡

關於P9 了解更多>> goo.gl/kWRGjn",,147,7
2016-05-26 10:58:00+00:00,219449834741698_1223901844296487,"【Huawei P9】讓你隨時放在褲子口袋的好相機

攝影師 Chase Jarvis 的名言：「最好的相機，就是你需要時就在你身邊的那一台」。

Huawei P9配置了兩個Leica彩色及黑白鏡頭，彩色鏡頭主要拍攝和還原影像色彩，黑白鏡頭則捕捉景物細節，所以相比一般智能手機的鏡頭，能提供更細膩的影像表現。

#HuaweiP9 #LeicaDualCamera",,278,19
2016-05-26 06:42:09+00:00,219449834741698_1223900214296650,"【Huawei P9】採用徠卡 彩色+黑白雙鏡頭
#OO  細節更豐富 色彩更自然",,317,17
2016-05-25 09:47:16+00:00,219449834741698_1223336711019667,"【Huawei P9】P9看世界

馬術，是一種運動，更是一種生活姿態。時而搖曳多姿，時而青春可人，時而英姿颯爽！看完這些即視感的Huawei P9照片，正所謂所見即所得的視界，讓照片重現宛如親臨現場的感動，相信你一定會慢慢愛上它！( 這些圖片都是用Huawei P9系列 雙徠卡鏡頭手機 所拍攝)

#HuaweiP9 #徠卡雙鏡頭 #彩色黑白瞬間成就經典 #體驗徠卡",Huawei Mobile added 9 new photos.,1365,34
2016-05-25 03:16:34+00:00,219449834741698_1223174564369215,"手動調整對焦，讓拍攝淺景深更容易。

#HauweiP9 #LeicaDualCamera",,307,15
2016-05-23 08:38:00+00:00,219449834741698_1221868931166445,"【Huawei P9】4大招 教你拍出大師級的手機攝影

第一招： 模擬大光圈景深
第二招： 底片風格配色
第三招： 單手操控的手動拍攝
第四招： 黑白拍出 Leica 味道

#HuaweiP9 #Leica #DualCamera #大光圈 #景深對焦 #黑白 #專業模式
#HuaweiP9PlusComingSoon",,304,19
2016-05-23 02:27:37+00:00,219449834741698_1221791601174178,"【Huawei P9】全台實展機門市列表

Huawei P9共有鈦銀灰、皓月銀兩色。搭配台灣大哥大資費方案月付 1,399 元，手機專案價 2,990 元，可享 4G 上網吃到飽等優惠。",,157,5
2016-05-20 02:43:35+00:00,219449834741698_1219817438038261,"【Huawei P9】買家憑IMEI登錄 週週抽徠卡相機

已經入手Huawei P9的粉絲們，快來登錄抽徠卡!
登錄網站&詳情請洽 >> http://goo.gl/pqvS91",,110,10
2016-05-20 02:31:58+00:00,219449834741698_1219813041372034,"【Huawei P9】閃耀經典-買Huawei P9 週週抽徠卡相機

只要於2016/5/5-2016/6/30期間購買指定款Huawei P9徠卡雙鏡頭手機，憑IMEI碼就有機會抽中Leica D-Lux (Typ 109)經典相機(價值$40,000) 5/27、6/3、6/10、6/17、6/24、7/1週週抽出徠卡相機3位幸運中獎者！(共18名)，讓您擁有經典極致的美好生活！即日起開放已購買用戶登錄抽獎 >> http://goo.gl/pqvS91

Hawei P9 手機攝影的再一次突破 >> http://goo.gl/jIzEJy
◎ 採用徠卡雙鏡頭相機 ◎ 集成雷射、反差、景深三種混合對焦技術 ◎ 徠卡相機模式+專業級相機效果 ◎ 畫質清/ 成像快/ 對焦準 帶給你極佳的拍攝體驗",,492,47
2016-05-19 08:13:00+00:00,219449834741698_1219214138098591,,Huawei Mobile shared a link.,96,3
2016-05-19 03:28:52+00:00,219449834741698_1219151874771484,"【Google預計2016秋季推出】Android Wear 2.0

號稱史上最大改版，預計 2016 秋季推出。

了解更多>> http://goo.gl/1311Qj",Huawei Mobile shared 3C 達人廖阿輝's post.,110,0
2016-05-18 10:55:00+00:00,219449834741698_1218578704828801,"【Huawei P9】徠卡色彩模式，更豐富的情感表達

Huawei P9 的拍照設置中，有三種不同的色彩模式，跟別是標準、鮮豔和柔和。讓追求不同色彩效果的用戶，都能找到自己專屬的偏好設置，用自己的色彩來表達專屬情感。徠卡色彩模式的選擇如同攝影師對不同底片的偏愛，不同種類的底片可以呈現不同的風格，色彩模式也是如此。

除了徠卡的色彩模式，P9還可以拍攝出徠卡經典的黑白照片的色調。通過雙鏡頭中的黑白鏡頭，P9不僅可以為用戶帶來徠卡經典黑白色調照片，同時在照片成像細節方面也得到了更加清晰的捕捉。",Huawei Mobile added 6 new photos.,99,6
2016-05-18 05:57:02+00:00,219449834741698_1218568778163127,"【Huawei P9】徠卡彩色+黑白雙鏡頭 讓你留住時光 回味經典
即日起~ 2016/5/31(二)，立即分享你的經典時刻，還可抽多項大獎!!將有機會獲得Huwei P9、Nexus 6P手機喔
【活動辦法】
於活動期間內至「留住時光印記 回味經典時刻」活動網頁製作個人專屬圖卡，並將圖卡公開分享至個人臉書塗鴉牆，即可獲得抽獎資格。每個Facebook帳號可重複進行互動，但不可重複中獎。主辦單位將於活動結束後，統一以Email方式與得獎者聯絡領獎事宜，若得獎者回填之領獎資訊有誤，方以得獎者留下之電話號碼予以聯繫。
【活動獎項】
將於 06/08(三) 統一公佈以下獎項的得獎名單:
❶HUAWEI P9 手機(共 2 名) ❷Nexus 6P 手機(共 1 名)
❸HUAWEI AM180 主動式降噪耳機(共 3 名)
►參加活動/了解詳情>> goo.gl/GKsNhV
►Huawei P9 徠卡雙鏡頭手機>> goo.gl/FXV9rm",,1318,57
2016-05-17 10:54:17+00:00,219449834741698_1218012994885372,"【Huawei P9】
好萊塢男神、女神，攜手傳奇徠卡，重新定義手機攝影。
#OO #Leica #ScarlettJohansson #HenryCavill #HuaweiP9 
了解Huawei P9 >>http://goo.gl/FXV9rm",,210,16
2016-05-17 03:19:02+00:00,219449834741698_1217836944902977,"【P8 lite】Android M版本軟體更新公告

由於新版本檔案較大,因此未採用OTA無線升級,必須到官網下載Android 6.0版本更新

版本名稱:Huawei P8 Lite Firmware (ALE-L02, Andriod 6.0, EMUI 4.0, C636B530, Taiwan)

※提醒大家,本次為大版本的更新,在下載之前可以將重要的資料先備份在SD卡裡,避免原有的資料因為軟體與版本的衝突造成遺失.

【預告】Honor 4X (Android 6.0版本) 敬請期待",,120,0
2016-05-16 10:37:20+00:00,219449834741698_1217340364952635,【Huawei P9】美麗佳人Marie Claire 時尚街拍,Huawei Mobile shared 美麗佳人 Marie Claire Taiwan's post.,149,0
2016-05-16 10:30:00+00:00,219449834741698_1217278378292167,"拍出滿滿Leica味的好照片

#HuaweiP9 #LeicaDualCamera",,203,13
2016-05-12 06:47:42+00:00,219449834741698_1214507318569273,"很實用的Tips文章 分享給大家~

最近已經入手Huawei P9 的小編也要來試試看!",,117,6
2016-05-10 10:05:00+00:00,219449834741698_1213221232031215,"【Nexus 6P】軟體更新公告

Nexus 6P DR 1.6 版本 MTC19T 的 GOTA升級

預計美國時間的5月9日,開放 GOTA 給全球用戶升級,因為時差的關係,台灣應該在5/10就會收到GOTA升級通知囉 

提醒大家,本次版本的更新,在下載之前可以將重要的資料先備份,避免原有的資料因為軟體與版本的衝突造成遺失.",,99,6
2016-05-09 07:28:23+00:00,219449834741698_1212418272111511,TalkBand系列第三代 B3發表，Huawei手環產品已經發展出獨有設計風格，將無線藍芽耳機與運動手環功能緊密結合，同時與手機的多項連結性，並且在材質款式上有更多搭配的選擇。,,169,10
2016-05-09 03:42:46+00:00,219449834741698_1212340892119249,"【Huawei Mate 8】中華電信 活動好評再延長!

5月底前到中華電信 買Huawei Mate 8
就送 AM10 無線藍芽音箱~ 送完為止!

搭配中華電信極速方案 手機0元起 馬上帶回家！
►上網無限用　►最大網內免費講　►精彩Hami包(多選一)

更多Mate 8產品介紹: http://goo.gl/zt0mVf

✔台積電16nm奈米旗艦晶片 效能與續航力極佳
✔6吋大螢幕 業界同級最小機身 & 最大屏佔比
✔第3代先進指紋辨識技術 0.5秒快速解鎖
✔4000mAh大電量 長效續航 連續使用可達2天",,148,7
2016-05-07 01:40:28+00:00,219449834741698_1210850448934960,Huawei P9手機 vs Leica M系列相機,,206,7
2016-05-06 10:04:22+00:00,219449834741698_1210344088985596,"【Huawei P9】體驗徠卡#OO 瞬間成就經典

 即日起至5/9，只要粉絲在個人FB動態以公開方式寫下”我以Huawei P9徠卡雙鏡頭手機 體驗經典”，以及想拍什麼? 去哪兒拍?

 並將以上訊息同時分享在自己的塗鴉牆，華為小編將選出三名幸運粉絲，於上市後獲得免費體驗Huawei P9一個月。
 在體驗Huawei P9一個月期間內，於每週的個人FB塗鴉牆發佈至少一張由Huawei P9所拍照片並寫下拍攝主題及時間地點，之後就可免費擁有手上體驗的Huawei P9手機。
歡迎拍攝高手或者有許多影像故事想跟大家分享的人，踴躍報名徵選哦!

✦✦活動規則說明✦✦
❶ 活動參加基本資格:
1)年滿18歲以上 2)擁有FB好友100名以上 3)符合實名標準FB帳號用戶 (大頭照+中英文名字,與領獎人相同) 
❷ 領獎時參加者的大頭照+FB動態內容+領獎確認書身分證，需可清楚辨識為同一人，不符合者失去資格，另外盜用他人身分與圖片者須自行承擔任何法律責任。並請務必確認參加分享留言格式及內容完整，以免喪失抽獎資格。
❸ 為確保活動公正性，避免一人使用多重FB身分帳號重複參加情況，參加者僅限使用個人真實FB帳號，該獲獎者FB帳號應自本活動日起，回溯過往90天內，至少有一篇「公開且原創的」個人圖片+文字的FB動態，作為真實使用的帳號判定，不符者失去參加獲獎資格。(單純為分享網址、更換大頭照、封面海報的動態都不算)
❹ 得獎者需在得獎公布後72小時內以FB私訊方式通知小編領取「領獎確認書」下載，並提供自活動日算起，過往90天內一篇「公開且原創的」個人圖片+文字的FB動態網址連結作為驗證，逾期視同放棄得獎資格，並不予遞補得獎名額。
以上活動，華為台灣粉絲團保留擴大、修改、取消、終止該活動以及更改活動截止日期的權利，無需做出解釋或通知。",Huawei Mobile added 3 new photos.,148,35
2016-05-06 07:07:53+00:00,219449834741698_1210240175662654,"【Mate 7 / Honor 6】Android M版本軟體更新公告

由於新版本檔案較大,因此未採用OTA無線升級,必須到官網下載的Android 6.0版本更新:

•Mate 7 (Android 6.0版本) >>> MT7-L09C636B512
 更新軟體下載>> http://goo.gl/m1cVUQ

•Honor6 (Android 6.0版本) >>> H60-L04C636B811
 更新軟體下載>> http://goo.gl/8ou0pM

提醒大家,本次為大版本的更新,在下載之前可以將重要的資料先備份在SD卡裡,避免原有的資料因為軟體與版本的衝突造成遺失.

【預告】
P8 lite / Honor 4X (Android 6.0版本) 敬請期待",Huawei Mobile added 2 new photos.,171,15
2016-05-06 06:30:31+00:00,219449834741698_1210226932330645,"【祝大家 母親節快樂】

獻給所有的媽媽們 :「老媽，妳辛苦了。」

要聽媽媽的話哦!

#全天下的媽媽 #全職媽媽 #單親媽媽 #新手媽媽 #辣媽  #阿祖 #奶奶 #阿嬤 #外婆 #會煮臭臭鍋的三媽 #奶媽 #姨媽 #舅媽 #乾媽",,119,6
2016-05-06 03:17:08+00:00,219449834741698_1210138152339523,,Huawei Mobile shared a link.,238,10
2016-05-05 06:29:23+00:00,219449834741698_1209524285734243,"【Huawei P9】5/5 即日起 在台上市

手機攝影的再一次突破 >> http://goo.gl/jIzEJy

◎ 採用徠卡雙鏡頭相機  ◎ 集成雷射、反差、景深三種混合對焦技術  ◎ 徠卡相機模式+專業級相機效果  ◎ 畫質清/ 成像快/ 對焦準 帶給你極佳的拍攝體驗",,541,39
2016-05-05 05:24:17+00:00,219449834741698_1209500999069905,Huawei P9 台灣上市記者會現場ing,Huawei Mobile added 6 new photos.,150,4
2016-05-05 03:52:24+00:00,219449834741698_1209454219074583,"【Huawei P9】就是今天!

徠卡雙鏡頭 手機攝影的再一次突破

#HuaweiP9 #Taiwan",Huawei Mobile feeling excited.,244,27
2016-05-05 03:27:29+00:00,219449834741698_1209453362408002,,Huawei Mobile updated their cover photo.,96,7
