貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2017-07-06 13:00:00+00:00,1403439883268756_1946923018920437,"開放留言！你覺得一支好的拍照手機，應該會是怎樣的呢？是要輕薄好帶、還是光圈夠大呢？來看看田馥甄 Hebe會怎麼定義她心目中的拍照手機！

#OPPOR11 #前後2000萬",,848,32
2017-07-06 10:30:00+00:00,1403439883268756_1946890645590341,"【清晰三部曲之二】
第二部曲就是大家最在意的人像模式，OPPO R11專業人像模式，使用過就知道，人像清晰呈現，景深效果自然又專業，就像用相機拍攝的一樣！",,275,5
2017-07-06 04:30:00+00:00,1403439883268756_1946365935642812,"不要說O編自肥林明禎 MinChen和黑嘉嘉 Joanne Missingham現場真的怎麼拍都正，黃子佼佼哥也妙語如珠！來看看有OPPO R11的女神自拍會多美、多清晰吧！

#OPPOR11
#前後2000萬
#佼心食堂",OPPO shared Yahoo TV 佼心食堂's video.,260,0
2017-07-05 12:00:00+00:00,1403439883268756_1946329958979743,"使用過 R9s 的田馥甄 Hebe，已經覺得很好用以及拍照的強大威力，現在換成 R11後 更……來聽聽馥甄怎麼說！

#OPPOR11 #前後2000萬",,1036,54
2017-07-05 09:20:00+00:00,1403439883268756_1946319748980764,"【清晰三部曲之一】
OPPO R11搭載2000萬畫素雙主鏡頭，帶來更細膩的成像，明亮的眼眸、每一條髮絲都能完美記錄，清晰定格你的美！

#OPPOR11 #前後2000萬",,346,5
2017-07-05 04:00:00+00:00,1403439883268756_1946221835657222,"OPPO R11開箱評測文！
不只拍照可用美顏模式，就連在錄影時也有美顏模式，還有更多清晰拍照教學，就在 雲爸的3c學園 開箱評測文，快來看看！

#OPPOR11 #前後2000萬",,266,5
2017-07-04 12:00:00+00:00,1403439883268756_1945820449030694,"OPPO讓拳王李國毅Lego Lee，粉絲們當天應該都有感受到滿滿的幸福吧，也請大家跟我們一起期待「麻醉風暴2」！想要索取當天活動互動照片的粉絲，請在本週日(07/09)前私訊O編喔😉

#OPPO大明星",OPPO shared 李國毅Lego Lee's post.,767,0
2017-07-04 09:10:00+00:00,1403439883268756_1945787065700699,"感謝大家熱情參與三週年活動，O編沒想到這次會有那麼多人報名參加，之後也會盡全力爭取更多獎品來回饋給O粉們。

那一起比出前後2000萬，最後一隻R11到底會獎落誰家呢? 讓我們一起恭喜 @林佩璇👏👏👏👏👏👏

沒有獲獎的O粉們也請別洩氣，緊接著就會有精彩活動以及豐富獎品繼續回饋大家，敬請期待!!",,681,3
2017-07-04 03:06:00+00:00,1403439883268756_1945288469083892,"【OPPO R11直出樣張】每一刻美美的笑容，都由R11的專業人像模式來守護吧，不論在室內、室外都明亮動人！

#OPPOR11 #前後2000萬",,405,1
2017-07-03 13:00:00+00:00,1403439883268756_1945309205748485,"活動倒數最後幾小時! 快跟著跨界王黃子佼一起動一動比出前後2000萬，就有機會得到拍照更清晰的R11~

活動網址看這邊  ➡️ https://goo.gl/HjV5X1
#OPPOR11 #前後2000萬",,285,4
2017-07-03 11:22:17+00:00,1403439883268756_1945297839082955,"【台中O粉作品】下過雨後的彩虹，你們今天也有抬頭看到嗎?
Photo By 張桓峯

#OPPOR9s
#這一刻更清晰
#傳說看到彩虹的人會獲得幸運喔",OPPO added 5 new photos.,684,5
2017-07-03 06:59:00+00:00,1403439883268756_1945205332425539,前後2000萬，拍照更清晰。OPPO R11 2017/7/1，全台全通路正式開賣！,OPPO updated their cover photo.,1036,21
2017-07-02 15:23:42+00:00,1403439883268756_1944865529126186,"週末有去東區逛逛嗎？

#OPPOR11 #前後2000萬 #東區東區 #忠孝復興",OPPO added 6 new photos.,1076,25
2017-07-02 12:00:00+00:00,1403439883268756_1943244405954965,"生活十分忙碌的田馥甄 Hebe，在使用 R9s 後覺得實在太方便了，且自從使用了 R9s 之後，更喜歡使用拍照功能，來看看田馥甄對R9s的感想吧！

#OPPOR11 #前後2000萬",,1229,56
2017-07-02 08:00:00+00:00,1403439883268756_1944694105809995,"帶著OPPO R11仙女下凡的畫面，值得一看再看，你最喜歡 田馥甄 Hebe 在夏日派對中的哪個畫面呢？截圖喜歡的畫面留言並分享，就有機會獲得田馥甄獨家簽名照，共有五名喔！

#OPPOR11
#拍照更清晰
#仙氣飄飄好電人",OPPO shared their video.,825,0
2017-07-02 05:30:00+00:00,1403439883268756_1942723259340413,"快跟著Wow DJ Dennis 丹尼斯 - WOW show 動一動，一起比出前後2000萬，就有機會獲得R11，活動倒數兩天!!

活動網址看這邊  ➡️ https://goo.gl/HjV5X1
#OPPOR11 #前後2000萬",,246,2
2017-07-02 02:00:00+00:00,1403439883268756_1943251995954206,來了！OPPΟ R11預購開箱照！黑、金兩色耐看經典，禮包贈品更是實用！有O粉也收到 R11了嗎？,OPPO added 5 new photos.,1836,25
2017-07-01 13:00:00+00:00,1403439883268756_1944062639206475,"OPPO R11第一篇開箱評測文出爐！
還在考慮的朋友可以來看看，人像拍攝模式有多強大，就是教不落 - 阿湯實際拍給你看>>https://steachs.com/archives/28312

#OPPOR11 #前後2000萬",,590,10
2017-07-01 10:39:00+00:00,1403439883268756_1943988729213866,"OPPO R11 今天全台同步開賣！來看看搶先交機的排隊熱鬧場面，大家都迫不及待想把R11帶回家！你也想感受 R11 的魅力嗎？快來現場和我們一起玩！
全台體驗店：http://www.oppo.com/tw/shops
OPPO網路商店：http://estore.oppomobile.tw/category/A49956

#OPPOR11 #前後2000萬",OPPO added 4 new photos.,1214,6
2017-07-01 05:30:00+00:00,1403439883268756_1942718862674186,"活動倒數三天!!型男主廚 Jacko蔣偉文 怎麼比怎麼有型~你的前後2000萬會是甚麼樣子呢? 快把握最後機會吧!

活動網址看這邊  ➡️ https://goo.gl/HjV5X1
#OPPOR11 #前後2000萬",,181,0
2017-07-01 03:00:00+00:00,1403439883268756_1943227625956643,"好評不斷的OPPO R11今天終於在台正式上市， R11到底有多好? 讓首批體驗過的O粉們，親身來告訴你吧!

#前後2000萬 #R11",,844,34
2017-06-30 10:55:07+00:00,1403439883268756_1943320075947398,李國毅Lego Lee 親臨OPPO三創體驗店，現場還會進行驚喜粉絲互動，快來跟我們一起！,OPPO was live.,2099,92
2017-06-30 04:00:24+00:00,1403439883268756_1943137749298964,"嘿！你們期待的OPPO R11 田馥甄 Hebe 廣告大片來了！快來看在夏日午後，田馥甄拿著手機輕快飛舞的迷人風貌吧！

【限時活動】
截圖影片中自己喜歡的畫面並留言分享就有機會得到田馥甄親筆簽名的照片喔~獨此一家，最後機會！>>https://www.facebook.com/oppotw/posts/1944694105809995

#OPPOR11 #前後2000萬 #拍照更清晰",,3632,510
2017-06-30 02:00:00+00:00,1403439883268756_1942681959344543,"校花點點名（School Beauty） 快來看看是哪一學校的校花一起比出前後2000萬，活動倒數四天! O粉們快來參與活動，就有機會獲得最後一支R11~

活動網址看這邊  ➡️ https://goo.gl/HjV5X1
#OPPOR11 #前後2000萬",,526,2
2017-06-29 12:30:00+00:00,1403439883268756_1942644532681619,"在這繽紛、夢幻的場景，搭配夏天的音樂下，田馥甄 Hebe緊緊抓住大家的目光，是什麼讓她充滿笑容想要起舞呢？明天中午揭曉！

#OPPOR11 #拍照更清晰",,855,42
2017-06-29 10:30:00+00:00,1403439883268756_1942641062681966,"OPPO R11 不只拍照更清晰，更提升聽覺饗宴，內建Real 原聲技術，完整還原聲音細節，聆聽細節直入你心！

#OPPOR11 #前後2000萬",,868,20
2017-06-29 08:58:50+00:00,1403439883268756_1942639659348773,"跨界王黃子佼在上週金曲獎精采絕倫的主持功力獲得好評，現在也一起來比出前後2000萬，O粉還在等什麼? 快一起來參加活動，就有機會可以獲得最後一支R11~

活動網址看這邊  ➡️ https://goo.gl/HjV5X1
#OPPOR11 #前後2000萬",,539,3
2017-06-29 04:00:00+00:00,1403439883268756_1942502826029123,"OPPO R11人像實拍照來啦！夏天來了，又到了拍照的好時機，專業人像模式拍出這夏最動人的照片！

#OPPOR11 #拍照更清晰",,392,1
2017-06-28 13:00:00+00:00,1403439883268756_1941970986082307,"不論怎麼滑手機，都正合你心的 OPPO R11，預購只剩幾個小時，O編自己都手滑買一台了，大家也快跟上！

官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,1020,16
2017-06-28 10:00:00+00:00,1403439883268756_1941952436084162,"OPPO R11 紐約街頭盲測！紐約客是公認最不會騙人的，來看看他們喜歡哪一個拍照效果！

我們帶著 OPPO R11 與數位相機拍了幾組照片，並且在紐約街頭隨機找了一些年輕人來投票，猜猜看他們比較喜歡那一組照片效果呢？以及出現幾次喜歡OPPO手機拍照效果的年輕人呢？留言並分享就可以抽限量巴薩版後背包，共三名！

#OPPOR11 #拍照更清晰",,2309,644
2017-06-28 07:00:00+00:00,1403439883268756_1941917242754348,"齁～提示太明顯大家都猜出來OPPO大明星是誰了，就是帥氣的李國毅！偶像劇男神 李國毅Lego Lee 拍攝「麻醉風暴2」時就認識了OPPO，並且也喜歡上OPPO手機細膩的拍照效果，這次更要與你相約在 6/30 OPPO台北三創體驗店，跟粉絲一起互動玩遊戲！

詳細活動訊息請看>>https://www.facebook.com/events/315179918924093",,706,22
2017-06-28 05:59:01+00:00,1403439883268756_1941956522750420,"OPPO R11 預購最後一天！你還沒預購嗎？想領先全台擁有田馥甄都愛不釋手的手機嗎？快把握最後預購機會，搶先擁有前後2000萬、拍照更清晰的OPPO R11>>http://oppotwfc.com.tw/ac/activity/r11launch201706/

#OPPOR11 #前後2000萬",,877,10
2017-06-27 13:00:00+00:00,1403439883268756_1941427426136663,"OPPO R11 纖薄的小蠻腰設計令人驚豔；流水般的微縫天線 2.0 牽住你的心；背蓋絲綢般滑順手感，並搭配曲面藝術，一層層的苛求都造就了 R11 的平衡之美。

說了這麼多，只有親身體驗才能感受到的，快到全台體驗店體驗實展手機看看，一試就愛上>>
全台體驗店地址：http://www.oppo.com/tw/shops",,1574,68
2017-06-27 11:30:00+00:00,1403439883268756_1941464192799653,"猜猜看田馥甄打電話給誰呢？就是打給還沒預購 OPPO R11的你們！想跟馥甄一起使用充電快、耗電慢、今夏最時尚的OPPO R11嗎？預購就剩倒數一天>>
官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,969,22
2017-06-27 09:30:00+00:00,1403439883268756_1941413699471369,"第二台R11幸運得主出爐了，讓我們一起恭喜 @許志豪 👏👏👏👏
還剩下最後一支手機，到底會獎落誰家呢?  快來參加活動，就有機會獲得前後2000萬OPPO R11 !
 
活動網址看這邊  ➡️ https://goo.gl/HjV5X1
#OPPOR11 #前後2000萬",,1669,9
2017-06-27 08:30:28+00:00,1403439883268756_315179918924093,"台北OPPO三創體驗店，在6/22～6/28期間內完成預購，不僅可以近距離接觸男神，還可以獲得神秘的粉絲福利，進行近距離遊戲互動，偶像劇男神摩拳擦掌等你來挑戰。

活動日期：6/30 (五) 
18:30-19:00 開放排隊
19:00-20:30 OPPO大明星快閃見面會

預購手機 男神親手交給你！
凡於6/22～6/28在「台北三創體驗店」完成預購者，即可於6/30活動當天憑預購單至「三創園區市民大道入口」即可換取限額5名的「提貨VIP」，OPPO大明星李國毅神秘粉絲福利等著你！

男神近距離互動 R11拳等你來PK！
於6/30 19:00~20:30活動期間內，參與「OPPO大明星李國毅見面會」舞台活動，即有機會與OPPO大明星李國毅進行近距離遊戲互動！


【注意事項】
1、本活動 「OPPO大明星快閃見面會」 由OPPO Taiwan（薩摩亞商新茂環球有限公司台灣分公司）主辦。
2、上述活動辦法依OPPO Taiwan公告為主；OPPO Taiwan具有審核申請者資格和保留擴大、變更修改或終止本活動之權利，無需事前通知，並有權對本活動所有事宜做出解釋或裁決。
3、活動產品之預購單需載名預購日期、經銷商及銷貨明細。預購單日期需在 6/22~6/28 內，預購單內容需清晰完整。若未符合上述注意事項，將視同放棄活動參與資格。上述證明文件正本必須於活動當天出示給工作人員，方能獲取參加資格。
4、每一購買憑證限制參加一次。",OPPO added an event.,416,0
2017-06-27 04:21:14+00:00,1403439883268756_1940951149517624,"他是許多人心目中的偶像男神，
他是海王子、是帥氣逼人的朕，
大家猜猜他是誰？

快到台北OPPO三創體驗店，在6/22～6/28期間內完成預購，不僅可以近距離接觸男神，還有神秘的粉絲福利、互動等著你喔！",,680,16
2017-06-26 09:53:01+00:00,1403439883268756_1940883436191062,"很多田馥甄 Hebe的粉絲都在問，自從換成OPPO R9s之後，馥甄在臉書上面多了很多的自拍照，讓粉絲們都感覺幸福很突然，背後原因究竟是什麼？可愛的小姐姐今天親自來揭曉！
R11火爆預購中>>
官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,1449,85
2017-06-26 08:00:00+00:00,1403439883268756_1940855392860533,"OPPO R11 採用全新高通驍龍 660 移動平台，性能與續航的均衡之作，不論是要拍照、追劇、打遊戲等，都讓你的日常更快速、更靈敏，馥甄都愛滑的手機 OPPO R11 現正預購中>>
官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,1321,31
2017-06-25 10:18:00+00:00,1403439883268756_1938911493054923,"OPPO R11 舞蹈來啦！輕鬆的旋律、簡單的動作，帶你一次了解清晰三部曲，前後2000萬、拍照更清晰，學會舞蹈的同時，也別忘了參加活動喔，看影片答題，贏得前後2000萬拍照更清晰的R11：http://oppotwfc.com.tw/ac/activity/r11launch201706/

#OPPOR11 #前後2000萬",,895,26
2017-06-25 09:54:00+00:00,1403439883268756_1939396966339709,"OPPO R11 充滿美學的一體成型曲面金屬設計，不只輕薄、優雅、簡約，更能感受到金屬噴砂的絲滑觸感和小蠻腰的極致手感！OPPO R11 現正預購中>>
官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,1663,45
2017-06-24 09:09:00+00:00,1403439883268756_1939383559674383,"OPPO R11前鏡頭超清晰2000萬，讓每天都是適合自拍的時刻，美美的自拍讓你又愛上自己，OPPO R11 現正預購中>>
官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,1710,31
2017-06-23 11:00:00+00:00,1403439883268756_1939373529675386,"OPPO R11 雙主鏡頭2倍變焦，不論拍遠拍近都好適合，想跟田馥甄一起捕捉這世界嗎？OPPO R11 現正預購中>>
官網電商：http://estore.oppomobile.tw/category/A49956
體驗店地址：http://www.oppo.com/tw/shops

#OPPOR11 #前後2000萬",,1335,49
2017-06-23 01:45:57+00:00,1403439883268756_1939261836353222,R11 人像實拍照新鮮出爐！！,OPPO shared 就是教不落 - 阿湯's photo.,683,0
2017-06-22 13:00:00+00:00,1403439883268756_1938919453054127,"【OPPO R11 實品圖】
在繽紛夏日中的耀眼黑，06/22~06/28 強烈預購中！

#OPPOR11 #前後2000萬",OPPO added 2 new photos.,501,8
2017-06-22 11:30:00+00:00,1403439883268756_1937920936487312,"Wow~~ DJ Dennis 丹尼斯 - WOW show 也比出了前後2000萬手勢! 快加入一起比手勢✌️✌️就有機會得到R11!

活動網址看這邊 ➡️ https://goo.gl/HjV5X1

#OPPOR11 #前後2000萬",,456,2
2017-06-22 10:03:28+00:00,1403439883268756_1938904663055606,"【OPPO R11 實品圖】
不敗的金色，百看不厭，06/22~06/28 強烈預購中！

#OPPOR11 #前後2000萬",OPPO added 2 new photos.,630,11
2017-06-21 12:00:00+00:00,1403439883268756_1938441849768554,"OPPO R11台灣發佈記者會熱鬧結束，有許多幸運的O粉第一次接觸到R11，都覺得好喜歡，不論是外觀的工藝，或是功能的優化，這次的R11，都美不勝收、愛不釋手！

而且連 OPPO 台灣區總經理Heaven都來參加前後2000萬的拍照活動，你還不來參加嗎？

#OPPOR11 #前後2000萬",OPPO added 7 new photos.,880,9
2017-06-21 08:30:00+00:00,1403439883268756_1938320136447392,"【新機預購】

之前敲碗黑色的O粉們不必心焦，這次預購我們帶給粉絲最大的誠意喔~金、黑兩色同步預購。

在6/22～6/28期間內於全通路搶先預購OPPO R11，即可享有限量預購好禮包，內含OPPO R11原廠保護殼、超級實用的原廠自拍桿、16吋OPPO時尚黑色商務電腦雙肩包(總價值約NT4,280)，並完成線上登錄還可獲得手機延長保固6個月電子保證卡喔！

現在就加快腳步來擁有R11：http://www.oppotwfc.com.tw/ac/activity/r11launch201706/hebe.php

#OPPOR11 #前後2000萬",,1187,72
2017-06-21 08:01:59+00:00,1403439883268756_1938404473105625,"OPPO R11 在台正式發表，極具誠意的價格 NT$15,990。6月22日~6月28日開啟預購，共金、黑兩色。",OPPO updated their cover photo.,838,23
2017-06-21 06:57:00+00:00,1403439883268756_1937919673154105,在規格方面，R11 搭配高通驍龍 660 移動平台，並首次在驍龍600上實現了對高通旗艦級Spectra 160 ISP的支持；CPU性能相比驍龍653提升20%。此外，我們在Wi-Fi、4G信號等方面更好地滿足用戶基本需求，讓手機更好用！,OPPO added 5 new photos.,700,18
2017-06-21 06:47:04+00:00,1403439883268756_1937918623154210,"OPPO深度了解廣大用戶的拍照需求，力求將至美人像為目標，採用前後2000萬畫素鏡頭、並與高通聯合訂製優化旗艦影像處理器，除此也加強軟體的優化處理，讓用戶隨手就能用R11拍出清晰、唯美的人像照片！

#OPPOR11 #前後2000萬",OPPO added 7 new photos.,436,3
2017-06-21 06:37:12+00:00,1403439883268756_1937905303155542,"R11採用輕薄的「小蠻腰」設計，搭配更精致的微縫天線2.0，細膩的手感與藝術般的工藝，都是經過視覺、手感和續航力等重重考量，最後才能在R11上呈現的平衡之美，在驚艷、絕美與實用之間，R11 的整體設計達到了拿著舒服、看著漂亮、質量可靠的出色之作！

#OPPOR11 #前後2000萬",OPPO added 4 new photos.,418,7
2017-06-21 05:55:08+00:00,1403439883268756_1938347276444678,3C 達人廖阿輝今天做客OPPO R11台灣發表會現場，帶大家一起直擊【OPPO R11 前後2000萬、拍照更清晰】台灣發表會，會後也帶給大家台灣第一手的R11開箱唷！讓阿輝帶大家一起了解最新的R11拍照手機有什麼新功能唷！,OPPO was live.,1677,234
2017-06-21 04:00:00+00:00,1403439883268756_1937892256490180,"金色和黑色的R11，今天也許會相映成輝，給你特別的驚喜！
#OPPOR11 #前後2000萬",OPPO added 2 new photos.,770,19
2017-06-20 12:00:00+00:00,1403439883268756_1937854906493915,"OPPO R11發表會前最後一個壓軸登場的當然是我們的女神— 田馥甄 Hebe啦！
沒想到，還沒發表就已經用到了全新拍照手機R11，真的是羨慕死所有人啦！先前使用R9s的馥甄，已經對手機讚不絕口，現在又會在OPPO R11上市前給大家哪些寄語呢？快來看！

#OPPOR11 #前後2000萬",,4895,563
2017-06-20 11:00:00+00:00,1403439883268756_1937333753212697,"OPPO R11 2倍雙主鏡頭變焦，可以輕鬆拍攝2倍的高清照片，你還想要更遠嗎？還有10倍的數位變焦讓你變換！

就在明天，就要現身！轉分享贏OPPO原廠自拍桿1個！
#OPPOR11 #前後2000萬",,926,152
2017-06-20 10:11:59+00:00,1403439883268756_1937879103158162,感謝眾多好夥伴的祝福，6月21日，OPPO R11台灣發表會不見不散！,OPPO added 18 new photos to the album: OPPO R11 品牌賀電圖.,74,5
2017-06-20 09:51:13+00:00,1403439883268756_1937879786491427,"全台第一支R11已經誕生了，得獎者就是: Hui Ming Chen👏👏👏👏👏
快來參與活動，還有兩支手機，也許你也有機會獲得!

活動網址看這邊  ➡️ https://goo.gl/HjV5X1

#OPPOR11 #前後2000萬",,2935,48
2017-06-20 09:00:00+00:00,1403439883268756_1937842879828451,"感謝 神腦國際 Senao，代理服務許多好手機，服務、品質一級棒！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,311,1
2017-06-20 08:00:00+00:00,1403439883268756_1937707116508694,"感謝 亞太電信Gt智慧生活 ，打造方便生活，幸福永遠早一步！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,283,0
2017-06-20 07:00:00+00:00,1403439883268756_1937706969842042,"感謝 台灣之星 ，提供最貼心的服務，瞭解每個人真正的需求！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,304,5
2017-06-20 06:00:00+00:00,1403439883268756_1937706393175433,"感謝 台灣大哥大與你在一起 ，用手機將你我串連在一起，盡情分享美妙世界！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,371,5
2017-06-20 05:00:00+00:00,1403439883268756_1937701093175963,"感謝遠傳電信的支持，帶來沒有距離的聯繫，帶來好品質的手機！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,460,7
2017-06-20 04:00:00+00:00,1403439883268756_1937700856509320,"感謝中華電信行動學園的支持，永遠走在最前面，提供優質手機，暢享高速4G！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,352,6
2017-06-20 03:00:00+00:00,1403439883268756_1937700479842691,"謝謝 中國電視公司 ，努力打造優質節目，一起愛台灣、愛OPPO！
就在明天，OPPO R11台灣發表會，和你不見不散！

#OPPOR11 #前後2000萬",,266,7
2017-06-19 12:00:00+00:00,1403439883268756_1937326236546782,"OPPO R11 的專業人像模式就像情人愛的視角，總能拍下你最美的瞬間，清晰捕捉每一個生動的表情！

倒數2天，隆重登台！轉分享贏OPPO原廠自拍桿1個！
#OPPOR11 #前後2000萬",,859,110
